,Unnamed: 0,RID,smiles,fragment_fp,fragment_fp2
490,490,R0000001942,*c1ccc2c(c1)-c1cc(*)ccc1C2,01000001000000000000000000110000110100000000100000010001100000000000110001000010010000110000100000000001000000110000010010100000010001011000000000000000100001000100000000001000000100000001100001110010001000000001100000001000010010010000000000000000100000010101000000000000010000000100001000001010001000000000000000010000001010000010000001001010000101000000100010000000000000111000000000000000000000000000000000011000001101000000000001000010011100101101000000000001000110000010010000000000100010001000010000000000000100010100000000010011000010100000010001010001100000010000000000000100001000010000100000110100100010000000000100000000010000100001011000000000100000101010001010100100100000000000000001000000100000000000000010010000000000101000100010001000000000100000001000010000110010000000001010000110000000110000000000100000000011100000001001100010000000110101000000100000100000011100000001000000000100000101000000000000000001010010000110000100000000000100000000000100001000000100010000000000110000011000001000000100010010000110010000000000010010000000000010011000100000000000001000000100000001010010000000101100011100100100001100001000101100000000110000000100010100001000000100101000100000000000000000000010000010000101100001100000000000100101000001010100000000000100000111000000101000011000100000000010000001010000000000000000000001000010000001010000001000000000001100000100000010000010000000000000000000000000001000010000101100010000000000000000110000101000000000100000000001100001000000000010001001000000000010010000010101001010010000000001110000010110000000001000000000000100000000100000000010000000011001000110000100001000000000100000000000010100000010010000100111100000100000000011001100100011101001000001000000000000000100000000000000000000000100000110000100001101010000000000100111000000000010000110010000001000000000000010000100000000010001000001000001000000001011000000000010101101010000000000010111000000000001110000010000000000010110000010000000000000010000010100000100100000000010100000000000010000001100010000000000000000001000010010,"[2, 15, 3]"
491,491,R0000001946,*CC(C*)CCCC,00000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000110000000000000000100000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000000100000000000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000101000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000001000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000010000001000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 9, 0]"
492,492,R0000001955,*c1ccc(C2(c3ccc(*)c(*)c3)c3ccccc3-c3ccccc32)cc1*,01010000000000001000000001110100110100000000100000010001001100000000100000000010000000110000000000000001010000010000011010100000010001011010001000000000100001010100000000001000100100000001110001110010101000000001110000001001010000010000000000000000101000010101000001010001010000000110001000001010001000000001000000010000001000100110000001001010010101001000100011000001000000100000000010000000000000000000100001111001011101000001110101000011011101101101000001000001000110011010010000000000100010001000010000000000000100000100000000010011000010100001010001000001100100010000000000100100001100000000100100000100100010000000000110000000010100000001011000000010100010101000001101111100110000000001000001000000101000000000000110010000000001101000100010001000010001100000011100010000101010000010001010001110000010100000000000100000010000100001101000101010000000110101000100001000100010011100000010000010000100000101000100000000000001010010001100100100000000000000000000010100011010000100000000000101110000011000100000000100110010000010101000000000110110000000010000011000100000000000000001000100000011010000000000101000011110100100001100010000101010000100010000000100000100111001000100101100100000000000000000000010001010000001101001100000000000110101000001011000000000001100001111100000001000011010100000000010000000110001100000000100000001010010100001010000111000000000001100101100000010000010000000000001000000100100001000000000101100010000000000010001110000101000010100100000100001100001000001000010101001000010000010010000000100001010010000000000111000010111000000000000000000000100101000100000000011000000001001000010000110001000000100010000001100010000000011010000101110100000100000101111001100100011100001000001000000000000000100000100000000000000000101000110010100001101010100000000100110000000000010000110010000001000100100000000000100000000010001010001001001100000000011000101001010001101000000001000010111001000000001011000010000000000010111000010100000000010010000010000001100100000000010100000000000010100001100010100000000000000001000010110,"[4, 29, 5]"
493,493,R0000001956,*c1cc(C2(c3cc(*)c(*)c(C)c3)c3ccccc3-c3ccccc32)cc(C)c1*,01010000000000001000001001110100110100000000100000010001001100000000100000000010000000110000000000000001010000010000011010100000010001011010001100000000100001010100000000001000101100100101110001110010101000100011110000001001010000010010011000000000101000010111100001010001010000000111001000001010001000000001000000010000001000100110000101001010010101001000100011000001000000100000000010000000000000000000100001111001011101000001110101000011011101101101000001000001100110011010010000000000100010001000010000000000000100000100000100010011000110100001010001000001100100010000000000101100001100000000100101000100100010000000011110000000011100000001011000000010100010101001001101111110110000000001000011000000101000000000000110010000000001101000100010001000010001100000011100010000101010000010001010001110000010100000000000100000010000100001101000101010000000110101000101001000100010011100001010001010000100000101000100000000000001110010001100100100000000000001000000010100011010000100010000000101110000011000100000000110110010000010101000000000110110000000010000011000110000000000010001000100000011010000000000101000011110100101001100010000101010000100010000000100000100111001000100101100100000000000000000000010001010000101101001100000000000110101000001011000000000011100001111100000001000011010100000000010000000110001100000000100000001010011100001010000111100000100001100101100000010000010000000010101100000100100001000000000101110010000000000010001110000101001010100100000100001100101000001000110101001000010000010010001000100001010010000000000111000010111001000000100000000000100101000100000000011000001001001000010000110001000000100010000001100010100000011010000101110110010100000101111001100100011100001001001010000000000000100000100000000000000000101000110010100001101010100100000100110000000000010010110010000001000100111000001000110000000010001010001001001100001001011000101001010001101000000001000010111001000000001011000010000000000010111010010100000001010010000010000001100100010000010100000000001010100001100010100000000000000001000010110,"[4, 31, 5]"
494,494,R0000001967,*c1cc(*)c(C)c(C)c1,00000000000000000000000000000000010000000000000000001000000100000000000000000000000000000000000000000101000000100000000000000000000001000000001000000000000000010100000000000000001000000100000000110010000000000010100000001000010000000000100000000000001000000010100000000001000000000101000000000010000000000000000000000000000100000010000100000000000001100000000000000000000000000000000000000000000000000000000000010000010001010000100001001001010001000000000000000000100000000010010000000000000000000000000000000000000000100001010100010000000000000000000000000101000000000000000000001000000000000001000000000000000000000000000000000000000000000000010000000000000000000000001001101000000000000000000100000001100000000000000000000000000001000000000010000000000000000010000000010000000000000000000010000000000000100000000000000000000010100000000000100000000000110000000001000000000000011000000010001000000000000000000000000000000000000010001000000100000000010000000000010100000000000100010000000000010000000000000000000100000000010010000000000000000000100000010000001000110000000000100000000000000001000000000000000000000100010000000000000000000000000000000000000000000100001000000000101000000000000000000000010000000000000001101000000000000000100000000001010000000000000000000000100000000000010000000000000000000000000000000000010000000001000011000000000000000000100100000000000000000000000000000000000000100000100100000000000000000000000000000000010000100000001000000000000000000000000100000000000000000000000010000000000001000100000000000000000000010000000100000000000100000000000100100000000000000000001001100001000000010110000000000000000000000000000100000000000010100000010010100000000000000000000011000000000000000000000000000000000000000000000000000000000011000000000010000000000000100000000000000000000010010000001000000000000000000000000100000100000000000000000000000010000000000000011100000000000000010101001000000000010000000000000000010000000000000000001000000000000000000000000000000000010000000000000000000000000100000000001000000000000000,"[2, 10, 1]"
495,495,R0000001969,*c1ccc(*)c(C)c1C,00000000000000000000000000000000010000000000000000001000000100000000000100000000000000000000000000000101000000100000000000000000000000000000000000000000000000010100000000000000001000000000000000110010000001000010000000000000010000000000000000000000001000000010000000000001000000000101000000000010000000000000000000000000000100000010000100000000010001000000000000000000000000000000000000000000000000000000000000010000010000010000100001001001010001000000000000000000100000000000010000000000000000000000000000000000000000000000000100000000000000000000100000000000000001000000000000001000000000000001000000000000000000000000000000000000000000000000010000000000000000000000001001101000000000000000000000000000100001000000000000000000000001000000000010000000000000000000000000010000000000000000000010000000000000100000000000000000000010100000000000100000000000110000000001000000000000011000000000001100000000000001000000000000000000000010001000000100000000010000000000010100000100000100010000000000010000000000000000000100000000010010000000000000000000100000010000001000110000000000100000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001001000000101000000000000000000000010000000000000001100000000000000000100000000001010000000000000000000000100000000000010000000000000000000000000000000000010000000001000011000000000000000000100100000000000000000000000000000000000000100000100100000000000000000000000000000000000000100000001000000000000000000000000100000000000000000000000010000000000001000100000000000000000000010000000100000000000100000000000100100000000000000000000001100001000000000110000000000000000000000000000101000000000010100000010010100000000000000000000011000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000010010000001000000000000000000000000100000000000000000000000000000010000000000000011100000000000000000101000000000000010000000000000000010000000000000000001000000000000000000000000000000000010000000000000000010000000000000000001000000000000000,"[2, 10, 1]"
496,496,R0000001972,*C(C)(C)CCCCCCCCC(*)(C)C,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000010000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000010000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000101001000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000100100000000000000000000000000000000000000100000001000000000000100000000000100000000000000000100000000000001000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000000000000000000000000000000010001000000000000000000000000000010000000000100000010000001000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 16, 0]"
497,497,R0000001976,*C1CC2CC1C1CCC(*)C21,00000100000001000000000000000000000100000000000000000000000000000000000000010000000000001010000000000000000000000000000000000000000001000000000000001000000110000000000000000100001100000000000000000000000000000000000000000001000001000000000000000100000000000000000010100000000000001000000001000000000000000000000000000000100000000000000001000000000000000000000000000000000000000010010000000000000010000000000000000000010000000100000001000001000000000000010000000100000000000000000000000000000000000000000000000000000000100000000001000100000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000000000000000000100100000000000000000000100000000101000000000000000000000000100001000000100000000000010000000000000000000000000001000000010000000100000000000010100000000100000100100000100001000000000000000000000000000000000000000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000010000000000001000100000000000000000000000011000000010000000000010001000100000000000000000000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000000000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000100000010000000000000000000000100000001000010000000000000000000000000000000000000000000000000000000001010000000010000000000000000000000001000000000000000010000000010000000000000000010010000010000010000000000010100000000000000010000000000010001000010000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000000000100000000001000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010000001000001100000000000100000010000001000000000000001110000010000000000000000100000100000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 12, 3]"
498,498,R0000001998,*c1c(C)c(*)c2c(c1C)CCC2(C)C,01010000000000001000011010000101010000000000000000101011000100100100100110000000000101000010100011000101100000100000000110001011010001000000001100000101000010010110000000000101001001101100000000110110100010000110100000001110010100000001100101000100011000101010100001100001000110001101000100000010100000000000110001010000000100001010000100000000111001100010110000000000101000000000001000000000000011000000010000010000010001010001100001001001010101100000000010000001101000000110010000010000000000010000110000111100000000100001010100010000101111101000101000001111000000000000000010101100000000010001000001010000000000000000001001000000100000000001010101000110100011100001101101101010010001001001101101100001100101100100000000000000000001000000010110000010000000001010000100010001000001101000000010010000000000110100100000100000111110110001001001110000101000110111000001000000010100011000000010001001011100001101000000010001100100000111001100000100010000010100000000011100000010000110010000100000010100001001000000000100100100011110000001100000010000100000010000101010110000100000100001100101000001010000000000000000100100010001010000000001000000000000000000000000000100001010100010111000010000100000010001010000000000000001101110001000001011100101001001110100100001110110000111100000000000010001010000000101000111100000000100010010000001010011000010001001010100100100010000001000000000001000000000000001110001100100001001001100010010000001000000011000110000101000000000101110010010110110000000000001000000000011010000010001001101010000010000100000010010010100000010001100000100000100101110110100100000101001101001000000110111000000010000010001000001010100110001000010101011010010110000000100001000000011000100011100000001000010000000111000001000000110010000010111000001000010101100000000100001000100000000010010010101101000001001010000000100000100100111100100000000001100010010000011001000111100001000000010011111001101000001010001010000000010010001000111011000011111011110010000000000010000000011011000010011000000000000000100000000001000000100000100,"[2, 15, 2]"
499,499,R0000002018,*C12CC3CC(C1)C(C1C4CC5CC1CC(*)(C5)C4)C(C3)C2,00000100000001000000000100000000000100000000000000000000000000010000000000000001000100000010000000000000000000000000000000000000000000000000000000001000000110000000000000000100001100000000000000000000000000000000000000000000000001000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000000000000010010000000000000010000000000000000000010000000000000001000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000010000000000000000101001000000000000000000000000000000000000000010000000000000000000000101000000000000000000000000000001000000100000000000010000000000000000000000000001000000010000000100000000000010000000000000100100000000100000000000000000000000000000100000001000000000000100010000000100000000000010000100000000000001000000000000000000000000000000101000000000000010000000000001000100000000000000000000000000000000000000000000010001000100000000000000100000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000000000000000010000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000100000000000000010000000000000000000010000000010000000000000000000000000100000001000010000000000000001000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000010000000000000000000010000000000010000000000010000000000000000000000000000010001000000000000000000000000000100000000000000000000000000000000000010010000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010000000000001110000000000100000010000001000000000000001110000010000000000000000000000000000000100000000000000000000001000000000000000000000000000010000000001000,"[2, 22, 8]"
500,500,R0000002019,*c1cc(C)c(*)c(*)c1*,00000000000000000000000000000000010000000000000000000000000100000000000100000000000000000000000000000001000000000000000000100000010001000000000000000000000000010100000000000000001000000000000000110010000001000011100000000000010000000000000000000000001000000000000101010001000000000101000000000010000000000000000000000000000000000010000100000000010001100000000000000000000000000000000000000000000000000000000000000001010001000000100000000001010001000000010000000000000000001010010000000000100000000000000000000000000000100001000100010000000100000001100000000101000000000000000000001000000000000001000000000000000000000000001000000000000000000000010000000000000000000000000000101000000000000000000110000001101001000000000000000000000001000000000010000000000000000010001110011000010000000000000010000000000000100000000000000000000000100000000000100000000000110000000000000000000000011000000010001100000000000001000000000000000000000010001000000100000000000010000000010100000100000100010000000000010000000000000000000100100000000010000000000000000000000000000000001000110000000000100000000000000001000000000000000000000100010000000000000000000010000000000000000000000100001001000000101000000000000000000000000000000000000101101000000000000000100000000001011000000000010000000000100000000000010000000000000000000000000000000010000000000001000011000000001000001000000100000000100000000100000000000000000000100000100100000000000000000010000000000000010000100000001100000000000000000000000100000000000000100000000010000000000001000110000000000000000000010000000100000000000100000000000100101000000000000001001001000001000000000110000000000100000000000000000001000000000000101000010000100000100000000000000011000000001000000000000000000001000000000000000000000000000010000000000010000000000000100000000000000000000010010000001000000000000000000000000000000000000000000000000001000010000001000110001100000000000000010101001000000000010000000000000000010000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000001100000000000,"[4, 11, 1]"
501,501,R0000002041,*C1C2CCC(C2)C1C,00000100000001000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000001000000000000001000000110000000000000000100001100000000000000000000000000000000000000000001000001000000000000000100000000000000000000100000000000001000000001000000000000000000000000000000100000000000000001000000000000000000000000000000000000000010010000000000000010000000000000000000010000000100000001000001000000000000000000000100000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000000000000000000000100000000000000000000100000000101000000000000000000000000100001000000100000000000010000000000000000000000000001000000010000000100000000000010100000000100000100100000100001000000000000000000000000000000000000000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000000000000000000000100000000000000000000000011000000010000000000010001000100000000000000000000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000000000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000100000010000000000000000000000100000001000010000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000000010000000010000000000000000010010000000000010000000000010000000000000000010000000000010001000000000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010000000000001100000000000100000010000001000000000000001110000010000000000000000100000100000000100000000000000000000000000000000000000000000000000010000000000000,"[1, 9, 2]"
502,502,R0000002043,*C1(*)CC2CC1C1C3CCC(C3)C21,00000100000001000000000000000000000100000000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000001000010001000001000000110100000000000000100101100001000000000000000000000000000000000100001000001000000000000000100000000000000000010100000000000001000001011000000000001000000000000000000100000000000000001000000000001000000000000000000000000000010010000001000000010000000000000000000010000000100000001000001000100000100000000000100000000000000100000000000000000000000000000000000000000100000000001000100001000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000010000000000000000100000000000000000000100000000101000000000000000010000000100001000000100000000000010000000000000000000000010001000000010000000100000000000011100000000100000100100000101001100000000000000000000000100000000000000000000100000000000100000000000010000100000000100001000000000001000000000000000000101000000000000010000000000001000100000000000000000000000011000000010001000000010001000100000000000000001000000000100000000000000010000000000000000001000000001000000000000000000000000100000000000000001000100010000001000000000000000100000000000000000010000000000110000000000000000000000001000000100000001000000000010000000001000000000000000000000000000000000000100001000010000000000001000101000000100000010000000000000000000010000100010010000000000000000000000100000001000010100000000000001000000000000000000000000000010000000000001010000000010000000000000000000000001000000000000000010000000010010000000000000010010000000000010000000000010000000001000000010000010000010001100000000000000000000000000100000000001000000000000000000000000010010000000000000001010000000000000000000001000000100000000001010000001000100000000000000000000001100000000000000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010000000000001100000000000100000010000001000000001000001110000010000000000000000100000100000000101000000000000000000000000000000000000000000000000010000000000000,"[2, 14, 4]"
503,503,R0000002048,*C(*)(CCCC)CCCC,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000001000000000100000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010001000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000001000010000000000001000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000001100000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000010000000000000,"[2, 11, 0]"
504,504,R0000002049,*C(*)(CCCCC)CCCCC,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000001000000000100000000000000000001000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000001000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000100000000000000000000000000000100000000001000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000001000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000010001000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000001000010000000000001000000000000000000000000000000000000000010000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000100000000000000000000001100000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000010000000000000,"[2, 13, 0]"
505,505,R0000002059,*C=Cc1cccc(C=*)c1,00000000000001000000001000000000110000000000100000000000000100000000000000000000010000001000000000000001000000000000100000100000010000101000000100000000010000000100000000001000000000000000000000100000000000000000000001000100000000000000000000000000000100000010000000000000000000000000000000010010000000000010100000000000010100000110000010000000000000000000000001000000000000000000000000000000000000001000000000010000000000000000001000000000010010000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100001010100001000000000000010000000010100000000000001010000000000000000000000000000000000100110000000000001000000000001000000000010000000000000000000000000100000000000000000000000000000000000000010000000010000000100000000000000000000000000000010000000000000000000000101000000000000100000000000100000000000110001000000000000000000000000000101000000000110000000000000000000000000000010001000000000000000000000000000010000000000000100000000100000000000000000000101000100000000000010000010000000000100000000000000001101100000000000000010000000000000000000000100000000100000000101000000000000000000000000000000000000000000000000000000000000000000000010000000000000010010000101000000000000000000000001000000000000000001000000100100001000100000010000000000000000000000101000000000000000000001000010000000000010000000000000000000000000001000000000000000000000000000001000000000000000010001000000000001000010000000001000000000000000000000000001010000000000000000000000000000000000000000000000000000000000010000000100000000100000010000000100000000000000000000000000000000000000000000000000000000100000000000000100000000000000000000001010000000000001000000000001000000000000000100000000000000100000000001000000000000000000000010000000000100000000110000000001000000000010000000001000000000000000000010000000000000001000000000000100000010001000000000001100000000001100000101000000010000000000000100000000010000001000000000000010000000000001000000100110000000000000000000000000000000100000000000011000000000000000,"[2, 11, 1]"
506,506,R0000002107,*c1ccc(*)c2cc3ccccc3cc12,00000000000000000000000001000000010001000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000110000000000000000000000000000010100000000000000000000000000000000000000000000000100100100000000000010000000000000000000000000000100000011010000001000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000100000000000000000000010000000000000000000010000100001010000000000010000000000000000000000000100000000000000000000000000000000000000000000010000000010000000000000000000000000000010000100000011000010000000000000000000000100000000000000000000000000000000101000000100100000000000000000010000000000000000000000000000100010000001000000000000010000001000000100000000000010001000000100000000000100000000100000000000001000000000000011000000000000100000000000101000000000000000000000000010000110100000000000000000000010000000100000000000000001000010000000000000000000000000000000010000000000000000000000000001000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000100000000000100000000000000000010000100001000000000000100000000001010000000000000000000000000000000000011000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000100000001000000000000000000000000000000000001010000000000000000000000000000100000000100000000000011000000000011000000100000001000000000000000000000000000000000001001010000000000000000000000000000010001011000001000000000000000000100000100100000000000000010000000000000000000000000100000010000000000000000000010000000000000000000000000000100000000000000000000000010000000000000000000000000000010101010000001000000001000000000000000000001001000101000000000000000100000100000000010100000000000000000000000000000000000000000000010001100000000000000000000000001000000000000000000000000000000000000000000000,"[2, 16, 3]"
507,507,R0000002155,*c1cc2cccc3c(*)cc4cccc1c4c23,00000000000000000000000001000000010001000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000110000000000000000000000000000010100000000000000000000000000000000000000000000000100100100000000000010000000000000000000001000000100000011010000001000000001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000010000100001010000000000010000000000000000000000000000010000000000000000000000000000000000000000010000000010000000000000000000000000000010000100000011000010000000000000000000000100000000000000000000000000000000100000000100100000000000000000010000000000000000000000000000100010000001000000000000010000001000000100000000000010000000000100000000000100000000100000000000001000000000000011000000000000100000000000000000000000000000000000100010000110100000000000000000000000000000000000000000000001000010000000000000000000000000000000010000000000000000000000000001000000000100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000100000000000100010000000000000010000100001000000000000100000000001010000000000000000000000000000000000011000000000000000010000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000001000000000000000000000000000000000001010000000000000000000000000000100000000100000000000001000000000011000000100000001000000000000000000000001000000000001001010000000000000000100000000000010000010000001000000000000000000100000100100000000000000010000000000000000000000000100000010000000000000000000010000000000000000000000000000100000000000000000000000010000000000000000000000000000010100010000001000000001000000000000000000001000000101000000000000000100000100000000010100000000000000000000000000000000000000000000000001100000000000000000000000001000000000000000000000000000000000000000000000,"[2, 18, 4]"
508,508,R0000002183,*c1ccc(C(=*)c2ccc(C(=*)c3ccc(*)cc3)cc2)cc1,01000000000000000000000000000000010100000000100000010000000000000000100100000000010000000000000000000001000000000000100000000000000000000000000000000000000001000100000000001000100000001000000000110000000000100000000000001000010000000000000000000000100000010001000000000010000000000100100000000010000000000000000000010000010000000010000000000000000000000000000000000000000000000000000000100000000000000000000000010100000001000000000001000010010000000100000000000001100000000000010000000000000000001000010000000000000000000000000000010001000110000010100000010101000000000000000000000001000000000000000010000000000000000000000000000000000000100000010000000000100000000000001000100000000000000000000000000001100000000000000000000000000000000000000010000000010000000000000000010000000100000000000010000010000010100000000000100100000000100000001000100010000001110001000000001000000000011000011001000000000000000000001000000001000001000010001000000110000000000000000000000100000010000100000000000000110000000000000100000100000010000010000000000000000000000000000000001001100000000000000000000000000001010000001000000000001100000100001000000100001000000000010100011000000100001000000100001000000000000000000000000010000000000001100000100000000000100000000001110000000100000000000100001000111000010000000000000010000000100000000000000001000001000010000000000010001000000000001000000000000010001000000000000000000000000100001000000000001000000000100000000010110000001000000000001000000000010001000000000000000000000000000010000000000100000000000000000000010000010100000000000000010000000100000000000100000000000000000001000000000100001100000000101000000000010000000010000001100000101000101001000101000000000011100000000000000000000000000000000000000001000000000000000010000010000100000000000001101000000001000000000010010000001000000000000000000000000000000000001000000000000100000010000000000000001110100000000000010111000000000001010000010000000000010100000000000000010010100000000000000000000000000000000000000000000000000000000000000000000010000000010001,"[4, 24, 3]"
