,RID,smiles,fragment_fp,fragment_fp2
45,R2444,*OC(=S)NC(=S)c1ccc(*)cc1,00000000011100000000110000000000010000000010000000010000010000011000000001000000000100000000001100100001100000001000000000110010000000000001000100001000000000010100001000000011000000000000000100111000100010000000000000000000010000001010000001000010000000001000000000000000110000000100100000000010100010100000000000001000010000000011000000000000000000000000100000000000000000000000001000010000000000000000000000001100101001000010000010000000010000001000100100000000000000001000110000001100000000000000010000000000000000110000000000010100000000001000000000000001001010000000100010000000000000011000000000000000000010000000000000000000000000000000010000000010000000000000000000100000000000000000000000000100100000000000000001000000000010000000000011000000010000010000000000010000000000000000000010011000100000100001000100000000101000100000000000100000000000110000010010001010000010011000000000000100000000000010000000000000000000000010000000010100000000000000100000000100000010000101000000001000110000000001000000000100000000000010100000000000100000000000000000001000100000000001000000100000000111000010000001001000000100001000000000000010000000101000000001000000000100001000000010001000010000100000000001000000000010000011100000000100000001101011000011010101001000000000000001000100100000010000000000000000000001100001000000000010000001000011000000000000000000100000000000000000000101000000000000010000000100000001000001100100000110000010100000000000100110101000000000000000000001000001000000000100000010000010000001000001000100000000000100000000010000000100001000000000100000000110000001000000000100010000000011100000000100000000000000000000100000001000100000000000100000000000100001010000000000000001100000100000010000000000010000001000000000001000100000000010000001010000000010000100100000011000000010100011010000001100010000000000010010000000000000000000000000100000000010000000000000001100000000000000010101000010000000010000000001110000010000000100000001000001010000000000000000000000000000000000000000000001000000000100000000000000000000000001,"[2, 14, 1]"
46,R2447,*NC(=S)O*,00000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000100000010000000000000000000000000000000000000000000000000000001000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000001000000000000000000000001000000000000000000000000000000000000000000001000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000100000100000000100010000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,"[2, 6, 0]"
47,R2453,*OC(=S)C(F)(F)C(*)(F)F,00000000110001000100000000000010000000000010000000000000000001000000000000000010000101010000001010000000001000001001000000000000000000000100000100000000000000000000000000000000000000000000010000000000000000001001000100100001010000001101000000010010000000000000011010000000000110000001100001000001100000000000000000000001000000001000000000000000000000000100000000000001000000000000000000000000001000110001000000000010000000000000000000000000000000000000000000010000000000000000100000000001000100000000000010000010010000000000000000000000000000000000000000010000001001010000001000000000000000010000000000000010000000000000000000001001011000000000000000000000000000000000000000000000000100010000001000110000010001000100000000010000000000101000010000000000000000000000000000010111100000100001000010110100001001000100000010000000000010000000000000100000010000010010010000000001010110000000000000000000000001010000000000000000000000000000001000000000000000110110000000000010001000000000001000010100000010000000000010000001000000000000010000000000000001000000000000000000000001000100000000100100001000000000010000001100000010100000000000100000100000000100100000000000000000000000000000000001000000000000000010010000001000000000000000000000010000000001000010010000000000010000000001000000000000000000000000100100000011000100000000010000001000101001000000000000000000000000000000000000000000000000000000110000000000010001000000000000000000010000001000000000000010000000000000000010000000000000100000000000000010010000000000000110001000010000000100010000001000010000001000001000000000000010010000000000100000110100000000010000000000010000010000000000100010000000101001000000000000000010000000000010100000100001100010000010000000000000010011000000000001000000000100100000000100000100110000000000101010110000010000100100000011000100000000000001000000000000000100000001000000000000010000000000100000000100101000000000000000000011000000000000010000110000000000000000000000000000001000000000001000100010000000110001000001001100000000001100000000100010000000000001,"[2, 11, 0]"
48,R754,*NNC(=S)c1ccc(C(*)=S)cc1,00000000001101000001000000000000010000000000001100010000000000010000000001000000000001000000000010110001010000000000000000010100010000000001000000001001000000010100000000100000000000000000000100100000000000000000000000000000000000001010000000010100000000001000000000010000000000000000000001000010000010000000000000000000100001000010000000000000000000100000000000010000000001000000000000000000001001000000000000010100000010100000010010000000010000000000100100000000100000001010110000011100000000000000010000000000000000000001000000000000000110000010001000000000000010000100100000000001100000000000001000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000100001000000000010010001000010000000000010010000010000000000000000000000100000001000000010010000000000000000000100100000101000100000000000100000000000111000000000000010000000001000000000000010000000000000000000000001000000000010000001000000000001100100000000000000001010000110000000010010100100000000000000000100000000000010100000000010100000000000000000001000101010000000000000000011000100000000100001000100100001001100000000000000010000101000000000000000000000000000001011000000000010000010000000000000010000000001000000000000000100001001000000101000000000000000000001000100000000010100000000000000000001100110000000000000000001000010000000000000000000000001000100000000000000000001000000000000000000000001000001000000000010011010100000000000000110001000000000000100010000010000000110000000000000000000000101000001000001010000010000000000010000000100001000000000001100000100100001000000000000000000000100000010000000000000000000000000100000001000000000100000000000000010000001000001000100000001000000000000001000000001011010100000000000000000000000000000000001010000100000000100100000001000001010000010000000001100000000100000000000000000000010000000000000101000000010000000000000001100000000000000100101000011100000000011000001100100010000000000000000000000000000000000000010000000000000000000000000100001000000000000000000000000000000001011,"[2, 14, 1]"
49,R979,*N1CCCC1=S,00000000000000000000000000010000100000000000000000000000000000000000000000000001000000001000000000001000000000001000000000000000000000000000000000000000000000000100001010000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111000011000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000000000000101000000000000000000000001000000000001000001000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000001000000000000000001000001010000000000000000000000000000000000000000000001001001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000100000001000000000000000000001000010000000000000000000001010000010000000000000000100000000100000000010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000001001000000000000000000000000000000000100000001000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000001001000010000000000000000000000000000000000000000000010000000100000000000000000100000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010100000001000000000000000000000000000000000000000000000000000000100010000000000000001000000010000100000010000000001000000000000000000100000000000100000000000000000000000000000010001001000000000000001000000000000000000100000100000000000000000000000000000000000000001001000000000000000000000000000000100000000100000000000000000000100000000000000000000001000000000000010000000010001000000010000000000000000000000000000100000000000000000100100000010000010000001000000000100000000000000000100000000000001,"[1, 7, 1]"
50,R1884,*C(=S)N(*)C,00000000000001000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000100000000000000010000000000000000000010000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,"[2, 6, 0]"
51,R1885,*C(=S)N(*)*,00000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000010000000000010001000000000000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,"[3, 6, 0]"
52,R1905,*NC(=S)C=*,00000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000001000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000100000000100000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000100000000000000000000100000000010001000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001,"[2, 6, 0]"
53,R1914,*NC(*)=S,00000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,"[2, 5, 0]"
54,R1926,*NC(=S)N*,00000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000001000000000000000000000001000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011,"[2, 6, 0]"
55,R1930,*NC(=S)NS(*)=O,00010000000000000000000000000000000000000001000000000000010000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000010000000100000100000000000000000010100100000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000100000000000000000000001100000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000010000000000000100000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001010010000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000001000000000100000000000000000100000000000000001000000000000000000000000000000000000100000000000000000000000000000000001000100000000000000000000000000000000000000000000000010000000100000000000010000000000010000000000000000000000000000000000000001000000000000000000000000000000001000000000100000000000000000101000000000000000010000000000000000000000001000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000100000000000100000001000000000100001000000011000000000000000000000000000001000001000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000001000000100000000001000000000000000000000100000000000000000000000000100000000000000000000000000000000010000000000000010000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001,"[2, 8, 0]"
56,R2010,*C(=O)C1=C(C)N(*)C(=S)N(*)C1*,01010101110011110000011001110011001111000101111110010011001000111000111001100000000000001000101001110011100100101010100001011100000100100011110010001001000001010001001000010110101001001100101011000001000100110000010100000110011101101011100000100010000001011000000100100110010001010001100000010001101000001000110000111011111000010100001011001011100000101100000000011011010001000000000010001011010010110111010001001110000010011001100010001000101001001100111000000000000010001000000001011110101110000111000111000000000001010000010001100110011011101100100100001100001011100101001101101001010000001000010000010100100000110101010110000011010110010100010000010010010000101000000011100100010001100100001011010011000111110110100101100010010001010111001110000100000110000011110000010110000001011010101000001001111001001110001011110001011001000100000110001011011110011000110000011010001101100001010010110100000010010101011011000100011101100011010001011010001111100010111110101101011011000000101001010101011001111010000011010000001000011100000000001101100001110001000000111010010001000001110010001000101011001010110111000011110111011000010011111101110101110000001000000010100010100101101000110010101010011010001000101000001110001111010011000101111011010001010011000000001000011001000110100000100110000100101010101001000110001100010011001010101010001010011110000011100000100110100001000000100000110101010100110001000001110000000011111001000100000011010100011101000111010010111101000011111111011001100011001101000011011000110100011010001010000000000001110000101111010110001100100101011100110001111111011101010011100001001010100101110001000001000001000101101001111000011101000001100101100010100010100010111101100000011000001100100011010111011000101000100000110110010000101110101011100000100010001110011110011010001100100100100101001000000111000000111000101001000001010010100001000011011100000101011000000001001010001001111110010010010000110110111111011000010010010010110001010010100011000110010001111100100100101010110001000111000100001000000000010110101100000111,"[4, 14, 1]"
57,R2030,*NNC(=S)NC(=S)C=*,01000000000000000000010000000000000000000001000000000001010000000010000000000000010000000000000010000000000000001000100000000000000000000100000000000000000000000000001010000000001100100000000000001000000001000000000000000000000000000101000000010000000100000001000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000010000000000001100000000001000000000000000110000000000000000000000000010000000000000001000000000000000100100000010000000000000000000000000001000000000001001000000000000001000000000000000000000000000000000000000000110000000100001100000000000000000000000000010000010000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000000000000000000000000000000000000000000000011000000000100000000000000000010000000000000010100010010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000010000000000000000011100001100000000000000000000000000100000100000000000000000000000000100001001000000000000000000000000000000000000000000000000000000000010100000000000001000000000000000000000000000100001001100000000000000000000010000000000000000000000000110000000000001000000000000000000001000000000110000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000010001000000000000100000000000100000000000000000000000000000000000000100000000001000000000000000000000000000000000000010000000010000000001000000000000000000000000000000010010001110000000101001000100000000000000000000000100000000000000000000000000000000000000000001001010000000000010000000000000001000000000000000000000000000000000000000100000000001000100000000010000000000100000000010000000000000000000000000000000000000000000000100000000000100000100000000000000000000000000000000100000000000001,"[2, 10, 0]"
58,R2412,*CC(=S)NC(*)=S,00000000000001000000000100000010000000000000000000000000000000000000000000100000000000000000000000000000000000001000000000000000000000000000000010000000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000001000000000010000010000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000001100000000000000000000000010000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000100001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100001000000010000000000000000000000000000000000000000010000000000000000001000000000000010000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000010000100000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000010000001000001000000000000000000000000000000000000000000000000000000000100000000001000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000010001000000001000001000000001000000000001000000100000000001000010000000000000000100000000001000010000010000000000000000000000000000000000000000000000000000000000000000010000001000000000000010000000000000000000010000000000000000000000000000000000000000000000101000000000000000000000000000000000000000000000000110000000000001,"[2, 8, 0]"
59,R2413,*CC(=S)NO*,00000000000001000000000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000010010001000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000010001000000000001000000000000000000000000000000000000000000010000100000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000010000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000010000000000000000000000000000000000000000000000000010001000000001000000100000000000100000100000001100000000000000000000000000000000000000100001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000110000000000001,"[2, 7, 0]"
60,R2417,*CNC(=S)c1ccc(*)s1,00000100000101000000100010100000010000011000000000011000000001010000100000100000000000000100010000001000010010000000000000010001000010000101000011000001000101000100001110000001000000000001001000000000000010000000010010000000010000000000010001000010000000000000000100000000000000000001001000000110000000000000100000000000000010000010000000000000000000000000000000000000000000000010001000000010000000100000000000001100000100100010000010000010110000010110000010000000000010000100011100101110000000000000000101000000000000010100000000010000100101000000000010000000100010000100010010001000100000000000100000000000000100000000001100010000000000000100000100000000001000010100000000110100000001000000000010000100001001011000000001000010000000000000000011010010010000011000000101001000001000010100000000001001100001000001100001000000000001000000100000100100000000010000000000001000001000010000001001000100000001000000000100000000000100010010000000000000011000000000000000000000000000000100001000000000000000000000000000000000000000000011000000000000110100000010000000001000000000000000010000010000000100001000000001000000010001001000100000000010000000101000000001000000010000001000100000011000100000000000000000000000100110000000000101000100000000100000000001000001000000000000000001000100000000100110001000000000001010100000010010000000000000001110001110000000010010000000000010000000011000000001000110000011010001000001001000000000100110000100100010000100001111100000100001001000010001000000000101000000000010000000000000000010011000100001100000000000100001000000001000000000000010000000000001010000010000000000001000010001000000000010000000000011000010000000010100110000100000000011010000000000000000000000000000000000100000000000011010001000100000000000000001000000100001010000000101110100100000000001100000100011000000001010000000000001100000000100010100000000000000000100000100000000110001100110001010000000000001000110000000010000000000010000000011000000010010010001001010000000000000000000010000000000000000110000000000000100000010000000000100000001,"[2, 11, 1]"
61,R2418,*CNC(=S)c1ccc(*)cc1,00000000001101000000100000000000010000000000000000010000000000011000000001100000000000000000000000100001000000000000000000110000000000000101000010001000000000010100001000000001000000000000000100110000000010000000000000000000010000001010000000000010000000001000000000000000100000000100000000000010000010000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000001100000001000000000010000000010000001000100100000000000000001000110000001100000000000000010000000000000000010000000000010000000000001000000000000001000010000000100010000000000000000000000000000000000000000000000000000000000000000000010000000000001000000000000000100000000000000000000000000100100000000000000001000000000010000000000011000000010000010000000000010000001000000000000010000000000000100001000100000000101000100000000000100000000000110000000000001010001000011000000000000000000000000000000000000000000000000010000000000100000000000000000000000100000000000101000000000000110000000000000000000100000000000010100000000000100000000000000000001000100000000001000100000000000111000000000001000010000100001000000000000010000000101000000001000000000100001000000000001000000000000000000000000000000010000011100001000000000000101010000001010001000000000000000001000100000000010100001000000000000001100000000000000000000001000010000000000000000000000000000010000000000100000000000000000000000000000001000001000000000110000010100000000100100110101000000000000000001001000000000000000000000010000000000001000001010100000000000000000000010000000100001000000000000000000100000001010000000000000000000001000001000100000000000000000000100000001000000000000000100000000011100001010000000000000001000000000000100000000000010000001000100000000000000000000010000001010000000010000100100000001000000010100010010000001110000000000000010000000000000000000000000000100000000010000000000000001100000000000000010101000010000000010000000001010000010000000100000000000000000000000000000000000000000000000000000000100001000000000100000000000000000000000001,"[2, 12, 1]"
62,R2419,*CNC(=S)C(*)=O,00000000000001000000100100000010000000000100000000000000000000000000000000100000000010100000000000000000000000001000000000000000000000000001000010000000000000000000001010000000000000000010000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000100001000000000000000001000001000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000001000100001010000000000000000000000001000000000000000000000000000010000000000000000000000000000001000000000000010000000000000000000000100000000000001000000000000000000000000010001000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000100000000000000000000000010000110000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000010000001000000000000000000000000000000000000000000000000000000010000000000000000000000000000000100000100000000000000000100010000000000000000000000000000000000000000000000000010001000000001000000000000001000000000001000000100000000000001010000000000010000000000000001000000000010000010000000000000000000000000000000000000000000100010000000000000000000100000100000010000000010000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000110000000000001,"[2, 8, 0]"
63,R2420,*CNC(=S)N*,00000000000001000000010000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000000000000000000000000100000100000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000010000000010000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000001000000000000000000000001000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000010000100000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001,"[2, 7, 0]"
